fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
12654,11,5,GermanyBerlin,42018,84,0.971,0.4
12655,8,7,GermanyFrankfurt,42018,82,0.971,0.4
12656,3,7,GermanyFrankfurt,42018,74,0.971,0.15
12657,3,7,GermanyFrankfurt,42018,63,0.971,0.15
12658,6,6,GermanyDresden,42018,63,0.971,0.15
12659,2,5,GermanyBerlin,42018,56,0.971,0.15
12660,4,6,GermanyDresden,42018,47,0.971,0.15
12661,7,5,GermanyBerlin,42018,45,0.971,0.15
12662,5,1,Czech republicPrague,42018,44,0.971,0.15
12663,6,2,DenmarkCopenhagen,42018,42,0.971,0.15
12664,4,5,GermanyBerlin,42018,37,0.971,0.15
12665,9,5,GermanyBerlin,42018,33,0.971,0.15
12666,3,3,Czech republicBrno,42018,30,0.971,0.15
12667,1,5,GermanyBerlin,42018,27,0.971,0.15
12668,10,5,GermanyBerlin,42018,25,0.971,0.01
12669,4,7,GermanyFrankfurt,42018,22,0.971,0.01
12670,2,2,DenmarkCopenhagen,42018,21,0.971,0.01
12671,4,5,GermanyBerlin,42018,20,0.971,0.01
12672,10,1,Czech republicPrague,42018,20,0.971,0.01
12673,4,5,GermanyBerlin,42018,19,0.971,0.01
12674,4,1,Czech republicPrague,42018,16,0.971,0.01
12675,11,1,Czech republicPrague,42018,14,0.971,0.01
12676,8,5,GermanyBerlin,42018,10,0.971,0
12677,5,7,GermanyFrankfurt,42018,8,0.971,0
12678,10,5,GermanyBerlin,42018,4,0.971,0
12679,6,5,GermanyBerlin,42018,4,0.971,0
12680,2,7,GermanyFrankfurt,42019,148,0.961,0.55
12681,5,2,DenmarkCopenhagen,42019,144,0.961,0.55
12682,11,5,GermanyBerlin,42019,144,0.961,0.55
12683,9,5,GermanyBerlin,42019,144,0.961,0.55
12684,7,5,GermanyBerlin,42019,141,0.961,0.55
12685,9,5,GermanyBerlin,42019,136,0.961,0.55
12686,9,7,GermanyFrankfurt,42019,134,0.961,0.55
12687,7,1,Czech republicPrague,42019,129,0.961,0.55
12688,8,7,GermanyFrankfurt,42019,128,0.961,0.55
12689,2,5,GermanyBerlin,42019,125,0.961,0.55
12690,7,7,GermanyFrankfurt,42019,124,0.961,0.55
12691,10,7,GermanyFrankfurt,42019,123,0.961,0.55
12692,3,7,GermanyFrankfurt,42019,122,0.961,0.55
12693,2,7,GermanyFrankfurt,42019,121,0.961,0.55
12694,5,3,Czech republicBrno,42019,117,0.961,0.55
12695,6,3,Czech republicBrno,42019,112,0.961,0.55
12696,3,5,GermanyBerlin,42019,112,0.961,0.55
12697,4,6,GermanyDresden,42019,109,0.961,0.55
12698,7,7,GermanyFrankfurt,42019,108,0.961,0.55
12699,11,2,DenmarkCopenhagen,42019,105,0.961,0.55
12700,10,7,GermanyFrankfurt,42019,104,0.961,0.55
12701,8,5,GermanyBerlin,42019,96,0.961,0.4
12702,7,7,GermanyFrankfurt,42019,93,0.961,0.4
12703,4,5,GermanyBerlin,42019,91,0.961,0.4
12704,10,5,GermanyBerlin,42019,76,0.961,0.4
12705,4,2,DenmarkCopenhagen,42019,75,0.961,0.15
12706,10,7,GermanyFrankfurt,42019,75,0.961,0.15
12707,6,4,GermanyFrankfurt,42019,70,0.961,0.15
12708,9,3,Czech republicOstrava,42019,67,0.961,0.15
12709,9,5,GermanyBerlin,42019,66,0.961,0.15
12710,9,5,GermanyBerlin,42019,65,0.961,0.15
12711,4,4,GermanyFrankfurt,42019,62,0.961,0.15
12712,9,7,GermanyFrankfurt,42019,54,0.961,0.15
12713,7,5,GermanyBerlin,42019,47,0.961,0.15
12714,9,7,GermanyFrankfurt,42019,45,0.961,0.15
