fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
24790,2,5,GermanyBerlin,42370,58,0.963,0.15
24791,11,3,Czech republicOstrava,42370,47,0.963,0.15
24792,5,4,GermanyFrankfurt,42370,45,0.963,0.15
24793,4,5,GermanyBerlin,42370,39,0.963,0.15
24794,4,2,DenmarkCopenhagen,42370,37,0.963,0.15
24795,5,6,GermanyDresden,42370,36,0.963,0.15
24796,3,5,GermanyBerlin,42370,36,0.963,0.15
24797,1,7,GermanyFrankfurt,42370,34,0.963,0.15
24798,6,2,DenmarkCopenhagen,42370,34,0.963,0.15
24799,9,6,GermanyDresden,42370,29,0.963,0.15
24800,5,5,GermanyBerlin,42370,28,0.963,0.15
24801,4,6,GermanyDresden,42370,27,0.963,0.15
24802,10,3,Czech republicOstrava,42370,26,0.963,0.15
24803,6,4,GermanyFrankfurt,42370,25,0.963,0.01
24804,3,7,GermanyFrankfurt,42370,20,0.963,0.01
24805,4,3,Czech republicBrno,42370,19,0.963,0.01
24806,5,5,GermanyBerlin,42370,16,0.963,0.01
24807,1,4,GermanyFrankfurt,42370,15,0.963,0.01
24808,5,3,Czech republicBrno,42370,13,0.963,0.01
24809,8,4,GermanyFrankfurt,42370,11,0.963,0.01
24810,8,5,GermanyBerlin,42370,10,0.963,0
24811,8,6,GermanyDresden,42370,8,0.963,0
24812,3,5,GermanyBerlin,42370,4,0.963,0
24813,10,6,GermanyDresden,42370,1,0.963,0
24814,3,7,GermanyFrankfurt,42371,150,0.967,0.55
24815,1,5,GermanyBerlin,42371,149,0.967,0.55
24816,9,7,GermanyFrankfurt,42371,146,0.967,0.55
24817,4,5,GermanyBerlin,42371,142,0.967,0.55
24818,7,3,Czech republicOstrava,42371,138,0.967,0.55
24819,1,7,GermanyFrankfurt,42371,133,0.967,0.55
24820,10,5,GermanyBerlin,42371,131,0.967,0.55
24821,11,5,GermanyBerlin,42371,126,0.967,0.55
24822,9,7,GermanyFrankfurt,42371,124,0.967,0.55
24823,8,1,Czech republicPrague,42371,122,0.967,0.55
24824,1,5,GermanyBerlin,42371,120,0.967,0.55
24825,11,7,GermanyFrankfurt,42371,117,0.967,0.55
24826,5,7,GermanyFrankfurt,42371,115,0.967,0.55
24827,1,6,GermanyDresden,42371,114,0.967,0.55
24828,2,1,Czech republicPrague,42371,111,0.967,0.55
24829,6,3,Czech republicBrno,42371,110,0.967,0.55
24830,1,5,GermanyBerlin,42371,106,0.967,0.55
24831,1,4,GermanyFrankfurt,42371,103,0.967,0.55
24832,3,7,GermanyFrankfurt,42371,102,0.967,0.55
24833,6,5,GermanyBerlin,42371,99,0.967,0.4
24834,6,2,DenmarkCopenhagen,42371,98,0.967,0.4
24835,5,6,GermanyDresden,42371,97,0.967,0.4
24836,8,7,GermanyFrankfurt,42371,94,0.967,0.4
24837,2,5,GermanyBerlin,42371,92,0.967,0.4
24838,7,2,DenmarkCopenhagen,42371,91,0.967,0.4
24839,5,5,GermanyBerlin,42371,82,0.967,0.4
24840,8,5,GermanyBerlin,42371,81,0.967,0.4
24841,4,4,GermanyFrankfurt,42371,77,0.967,0.4
24842,3,7,GermanyFrankfurt,42371,72,0.967,0.15
24843,1,1,Czech republicPrague,42371,71,0.967,0.15
24844,1,5,GermanyBerlin,42371,69,0.967,0.15
24845,8,5,GermanyBerlin,42371,68,0.967,0.15
24846,1,7,GermanyFrankfurt,42371,63,0.967,0.15
24847,1,1,Czech republicPrague,42371,60,0.967,0.15
24848,6,2,DenmarkCopenhagen,42371,54,0.967,0.15
24849,6,2,DenmarkCopenhagen,42371,51,0.967,0.15
24850,3,5,GermanyBerlin,42371,47,0.967,0.15
24851,8,7,GermanyFrankfurt,42371,47,0.967,0.15
24852,5,6,GermanyDresden,42371,45,0.967,0.15
24853,2,1,Czech republicPrague,42371,37,0.967,0.15
24854,5,7,GermanyFrankfurt,42371,35,0.967,0.15
24855,1,5,GermanyBerlin,42371,29,0.967,0.15
24856,4,4,GermanyFrankfurt,42371,28,0.967,0.15
24857,10,2,DenmarkCopenhagen,42371,26,0.967,0.15
24858,7,5,GermanyBerlin,42371,22,0.967,0.01
24859,11,5,GermanyBerlin,42371,22,0.967,0.01
24860,1,4,GermanyFrankfurt,42371,21,0.967,0.01
24861,10,7,GermanyFrankfurt,42371,13,0.967,0.01
24862,3,1,Czech republicPrague,42371,11,0.967,0.01
24863,6,5,GermanyBerlin,42374,148,0.97,0.55
24864,6,7,GermanyFrankfurt,42374,146,0.97,0.55
24865,9,1,Czech republicPrague,42374,144,0.97,0.55
24866,5,2,DenmarkCopenhagen,42374,144,0.97,0.55
24867,7,5,GermanyBerlin,42374,143,0.97,0.55
24868,7,6,GermanyDresden,42374,131,0.97,0.55
24869,4,5,GermanyBerlin,42374,123,0.97,0.55
24870,7,4,GermanyFrankfurt,42374,120,0.97,0.55
24871,10,4,GermanyFrankfurt,42374,120,0.97,0.55
24872,3,5,GermanyBerlin,42374,106,0.97,0.55
24873,1,7,GermanyFrankfurt,42374,106,0.97,0.55
24874,5,2,DenmarkCopenhagen,42374,104,0.97,0.55
24875,8,5,GermanyBerlin,42374,102,0.97,0.55
24876,10,7,GermanyFrankfurt,42374,96,0.97,0.4
24877,10,5,GermanyBerlin,42374,94,0.97,0.4
24878,2,4,GermanyFrankfurt,42374,87,0.97,0.4
24879,3,1,Czech republicPrague,42374,82,0.97,0.4
24880,1,1,Czech republicPrague,42374,81,0.97,0.4
24881,4,5,GermanyBerlin,42374,80,0.97,0.4
24882,2,7,GermanyFrankfurt,42374,77,0.97,0.4
24883,7,5,GermanyBerlin,42374,76,0.97,0.4
24884,4,7,GermanyFrankfurt,42374,75,0.97,0.15
24885,5,1,Czech republicPrague,42374,75,0.97,0.15
24886,2,6,GermanyDresden,42374,72,0.97,0.15
24887,9,4,GermanyFrankfurt,42374,67,0.97,0.15
24888,10,3,Czech republicOstrava,42374,65,0.97,0.15
24889,7,7,GermanyFrankfurt,42374,62,0.97,0.15
24890,2,7,GermanyFrankfurt,42374,58,0.97,0.15
24891,2,1,Czech republicPrague,42374,56,0.97,0.15
24892,1,3,Czech republicBrno,42374,52,0.97,0.15
24893,11,1,Czech republicPrague,42374,49,0.97,0.15
24894,9,5,GermanyBerlin,42374,36,0.97,0.15
24895,10,5,GermanyBerlin,42374,34,0.97,0.15
24896,9,7,GermanyFrankfurt,42374,30,0.97,0.15
24897,2,2,DenmarkCopenhagen,42374,28,0.97,0.15
24898,4,5,GermanyBerlin,42374,25,0.97,0.01
24899,5,7,GermanyFrankfurt,42374,25,0.97,0.01
24900,9,6,GermanyDresden,42374,24,0.97,0.01
24901,2,5,GermanyBerlin,42374,18,0.97,0.01
24902,9,5,GermanyBerlin,42374,10,0.97,0
24903,3,5,GermanyBerlin,42374,8,0.97,0
24904,9,2,DenmarkCopenhagen,42374,4,0.97,0
24905,7,7,GermanyFrankfurt,42374,2,0.97,0
24906,11,5,GermanyBerlin,42375,150,0.973,0.55
24907,7,5,GermanyBerlin,42375,143,0.973,0.55
24908,6,4,GermanyFrankfurt,42375,138,0.973,0.55
24909,2,6,GermanyDresden,42375,137,0.973,0.55
24910,7,7,GermanyFrankfurt,42375,129,0.973,0.55
24911,1,2,DenmarkCopenhagen,42375,127,0.973,0.55
24912,11,7,GermanyFrankfurt,42375,123,0.973,0.55
24913,6,5,GermanyBerlin,42375,120,0.973,0.55
24914,8,5,GermanyBerlin,42375,110,0.973,0.55
24915,1,5,GermanyBerlin,42375,107,0.973,0.55
24916,10,5,GermanyBerlin,42375,107,0.973,0.55
24917,2,2,DenmarkCopenhagen,42375,107,0.973,0.55
24918,4,5,GermanyBerlin,42375,105,0.973,0.55
24919,6,5,GermanyBerlin,42375,103,0.973,0.55
24920,1,7,GermanyFrankfurt,42375,102,0.973,0.55
24921,7,7,GermanyFrankfurt,42375,101,0.973,0.55
24922,6,7,GermanyFrankfurt,42375,99,0.973,0.4
24923,9,5,GermanyBerlin,42375,97,0.973,0.4
24924,6,7,GermanyFrankfurt,42375,94,0.973,0.4
24925,7,1,Czech republicPrague,42375,92,0.973,0.4
24926,1,7,GermanyFrankfurt,42375,87,0.973,0.4
24927,7,3,Czech republicOstrava,42375,86,0.973,0.4
24928,6,6,GermanyDresden,42375,85,0.973,0.4
24929,8,5,GermanyBerlin,42375,81,0.973,0.4
24930,8,5,GermanyBerlin,42375,78,0.973,0.4
24931,9,4,GermanyFrankfurt,42375,76,0.973,0.4
24932,5,2,DenmarkCopenhagen,42375,73,0.973,0.15
24933,9,5,GermanyBerlin,42375,70,0.973,0.15
24934,10,6,GermanyDresden,42375,68,0.973,0.15
24935,6,5,GermanyBerlin,42375,64,0.973,0.15
24936,9,5,GermanyBerlin,42375,63,0.973,0.15
24937,9,7,GermanyFrankfurt,42375,60,0.973,0.15
24938,6,5,GermanyBerlin,42375,58,0.973,0.15
24939,6,7,GermanyFrankfurt,42375,56,0.973,0.15
24940,2,5,GermanyBerlin,42375,55,0.973,0.15
24941,10,4,GermanyFrankfurt,42375,55,0.973,0.15
24942,9,2,DenmarkCopenhagen,42375,49,0.973,0.15
24943,11,3,Czech republicOstrava,42375,45,0.973,0.15
24944,9,5,GermanyBerlin,42375,44,0.973,0.15
24945,6,7,GermanyFrankfurt,42375,41,0.973,0.15
24946,9,5,GermanyBerlin,42375,36,0.973,0.15
24947,3,5,GermanyBerlin,42375,36,0.973,0.15
24948,11,7,GermanyFrankfurt,42375,34,0.973,0.15
24949,5,3,Czech republicBrno,42375,29,0.973,0.15
24950,1,6,GermanyDresden,42375,26,0.973,0.15
24951,6,2,DenmarkCopenhagen,42375,20,0.973,0.01
24952,10,5,GermanyBerlin,42375,12,0.973,0.01
24953,10,6,GermanyDresden,42375,9,0.973,0
24954,4,3,Czech republicBrno,42375,6,0.973,0
24955,3,6,GermanyDresden,42375,4,0.973,0
24956,3,5,GermanyBerlin,42375,3,0.973,0
24957,9,5,GermanyBerlin,42375,2,0.973,0
24958,2,2,DenmarkCopenhagen,42376,148,0.973,0.55
24959,8,1,Czech republicPrague,42376,144,0.973,0.55
24960,6,5,GermanyBerlin,42376,143,0.973,0.55
24961,9,4,GermanyFrankfurt,42376,141,0.973,0.55
24962,8,4,GermanyFrankfurt,42376,140,0.973,0.55
24963,2,1,Czech republicPrague,42376,132,0.973,0.55
24964,9,7,GermanyFrankfurt,42376,129,0.973,0.55
24965,10,6,GermanyDresden,42376,116,0.973,0.55
24966,6,5,GermanyBerlin,42376,116,0.973,0.55
24967,1,1,Czech republicPrague,42376,109,0.973,0.55
24968,3,1,Czech republicPrague,42376,99,0.973,0.4
24969,7,5,GermanyBerlin,42376,93,0.973,0.4
24970,3,6,GermanyDresden,42376,89,0.973,0.4
24971,6,5,GermanyBerlin,42376,87,0.973,0.4
24972,10,7,GermanyFrankfurt,42376,83,0.973,0.4
24973,3,7,GermanyFrankfurt,42376,81,0.973,0.4
24974,4,5,GermanyBerlin,42376,80,0.973,0.4
24975,7,4,GermanyFrankfurt,42376,77,0.973,0.4
24976,1,5,GermanyBerlin,42376,76,0.973,0.4
24977,7,7,GermanyFrankfurt,42376,71,0.973,0.15
24978,10,1,Czech republicPrague,42376,69,0.973,0.15
24979,1,7,GermanyFrankfurt,42376,68,0.973,0.15
24980,4,4,GermanyFrankfurt,42376,68,0.973,0.15
24981,11,7,GermanyFrankfurt,42376,62,0.973,0.15
24982,8,5,GermanyBerlin,42376,62,0.973,0.15
24983,10,6,GermanyDresden,42376,56,0.973,0.15
24984,4,5,GermanyBerlin,42376,54,0.973,0.15
24985,5,7,GermanyFrankfurt,42376,45,0.973,0.15
24986,6,5,GermanyBerlin,42376,44,0.973,0.15
24987,10,5,GermanyBerlin,42376,41,0.973,0.15
24988,3,5,GermanyBerlin,42376,39,0.973,0.15
24989,5,5,GermanyBerlin,42376,36,0.973,0.15
24990,7,5,GermanyBerlin,42376,33,0.973,0.15
24991,11,7,GermanyFrankfurt,42376,31,0.973,0.15
24992,9,5,GermanyBerlin,42376,28,0.973,0.15
24993,7,5,GermanyBerlin,42376,22,0.973,0.01
24994,8,5,GermanyBerlin,42376,22,0.973,0.01
24995,10,5,GermanyBerlin,42376,20,0.973,0.01
24996,3,6,GermanyDresden,42376,13,0.973,0.01
24997,5,7,GermanyFrankfurt,42376,11,0.973,0.01
24998,2,7,GermanyFrankfurt,42376,6,0.973,0
24999,5,3,Czech republicBrno,42377,150,0.978,0.55
25000,3,7,GermanyFrankfurt,42377,147,0.978,0.55
25001,11,6,GermanyDresden,42377,136,0.978,0.55
25002,8,5,GermanyBerlin,42377,131,0.978,0.55
25003,11,5,GermanyBerlin,42377,130,0.978,0.55
25004,6,1,Czech republicPrague,42377,124,0.978,0.55
25005,11,6,GermanyDresden,42377,119,0.978,0.55
25006,10,3,Czech republicOstrava,42377,116,0.978,0.55
25007,7,2,DenmarkCopenhagen,42377,116,0.978,0.55
25008,5,4,GermanyFrankfurt,42377,115,0.978,0.55
25009,6,7,GermanyFrankfurt,42377,113,0.978,0.55
25010,3,3,Czech republicBrno,42377,100,0.978,0.55
25011,9,7,GermanyFrankfurt,42377,98,0.978,0.4
25012,8,5,GermanyBerlin,42377,88,0.978,0.4
25013,2,4,GermanyFrankfurt,42377,83,0.978,0.4
25014,11,7,GermanyFrankfurt,42377,76,0.978,0.4
25015,11,1,Czech republicPrague,42377,75,0.978,0.15
25016,6,5,GermanyBerlin,42377,72,0.978,0.15
25017,6,5,GermanyBerlin,42377,71,0.978,0.15
25018,10,7,GermanyFrankfurt,42377,70,0.978,0.15
25019,11,7,GermanyFrankfurt,42377,69,0.978,0.15
25020,1,3,Czech republicBrno,42377,68,0.978,0.15
25021,11,6,GermanyDresden,42377,61,0.978,0.15
25022,4,7,GermanyFrankfurt,42377,51,0.978,0.15
25023,1,4,GermanyFrankfurt,42377,50,0.978,0.15
25024,8,7,GermanyFrankfurt,42377,49,0.978,0.15
25025,7,5,GermanyBerlin,42377,48,0.978,0.15
25026,11,3,Czech republicOstrava,42377,43,0.978,0.15
25027,11,6,GermanyDresden,42377,42,0.978,0.15
25028,8,5,GermanyBerlin,42377,42,0.978,0.15
25029,2,5,GermanyBerlin,42377,40,0.978,0.15
25030,7,5,GermanyBerlin,42377,36,0.978,0.15
25031,6,5,GermanyBerlin,42377,36,0.978,0.15
25032,4,7,GermanyFrankfurt,42377,27,0.978,0.15
25033,9,4,GermanyFrankfurt,42377,26,0.978,0.15
25034,4,7,GermanyFrankfurt,42377,22,0.978,0.01
25035,3,7,GermanyFrankfurt,42377,18,0.978,0.01
25036,3,5,GermanyBerlin,42377,12,0.978,0.01
25037,5,2,DenmarkCopenhagen,42377,12,0.978,0.01
25038,2,7,GermanyFrankfurt,42377,8,0.978,0
25039,6,5,GermanyBerlin,42377,4,0.978,0
25040,5,2,DenmarkCopenhagen,42377,3,0.978,0
25041,2,5,GermanyBerlin,42377,3,0.978,0
25042,7,6,GermanyDresden,42378,147,0.962,0.55
25043,3,7,GermanyFrankfurt,42378,146,0.962,0.55
25044,8,1,Czech republicPrague,42378,142,0.962,0.55
25045,10,7,GermanyFrankfurt,42378,142,0.962,0.55
25046,11,5,GermanyBerlin,42378,140,0.962,0.55
25047,6,5,GermanyBerlin,42378,134,0.962,0.55
25048,7,7,GermanyFrankfurt,42378,132,0.962,0.55
25049,5,5,GermanyBerlin,42378,125,0.962,0.55
25050,8,5,GermanyBerlin,42378,114,0.962,0.55
25051,4,5,GermanyBerlin,42378,114,0.962,0.55
25052,5,7,GermanyFrankfurt,42378,113,0.962,0.55
25053,3,5,GermanyBerlin,42378,113,0.962,0.55
25054,1,5,GermanyBerlin,42378,113,0.962,0.55
25055,3,3,Czech republicBrno,42378,112,0.962,0.55
25056,5,2,DenmarkCopenhagen,42378,107,0.962,0.55
25057,11,5,GermanyBerlin,42378,104,0.962,0.55
25058,10,5,GermanyBerlin,42378,102,0.962,0.55
25059,2,4,GermanyFrankfurt,42378,102,0.962,0.55
25060,3,2,DenmarkCopenhagen,42378,100,0.962,0.55
25061,9,7,GermanyFrankfurt,42378,82,0.962,0.4
25062,6,4,GermanyFrankfurt,42378,80,0.962,0.4
25063,9,3,Czech republicOstrava,42378,78,0.962,0.4
25064,10,5,GermanyBerlin,42378,75,0.962,0.15
25065,9,5,GermanyBerlin,42378,70,0.962,0.15
25066,3,7,GermanyFrankfurt,42378,68,0.962,0.15
25067,3,2,DenmarkCopenhagen,42378,64,0.962,0.15
25068,3,7,GermanyFrankfurt,42378,56,0.962,0.15
25069,11,5,GermanyBerlin,42378,55,0.962,0.15
25070,9,5,GermanyBerlin,42378,47,0.962,0.15
25071,2,5,GermanyBerlin,42378,47,0.962,0.15
25072,1,1,Czech republicPrague,42378,46,0.962,0.15
25073,1,4,GermanyFrankfurt,42378,41,0.962,0.15
25074,11,5,GermanyBerlin,42378,41,0.962,0.15
25075,11,7,GermanyFrankfurt,42378,40,0.962,0.15
25076,2,5,GermanyBerlin,42378,39,0.962,0.15
25077,11,5,GermanyBerlin,42378,38,0.962,0.15
25078,10,6,GermanyDresden,42378,33,0.962,0.15
25079,2,4,GermanyFrankfurt,42378,24,0.962,0.01
25080,4,3,Czech republicBrno,42378,23,0.962,0.01
25081,8,7,GermanyFrankfurt,42378,20,0.962,0.01
25082,11,3,Czech republicOstrava,42378,19,0.962,0.01
25083,1,7,GermanyFrankfurt,42378,14,0.962,0.01
25084,8,5,GermanyBerlin,42378,12,0.962,0.01
25085,5,5,GermanyBerlin,42378,11,0.962,0.01
25086,1,1,Czech republicPrague,42378,9,0.962,0
25087,9,3,Czech republicOstrava,42378,6,0.962,0
25088,9,1,Czech republicPrague,42378,5,0.962,0
25089,11,5,GermanyBerlin,42378,4,0.962,0
25090,10,5,GermanyBerlin,42378,3,0.962,0
25091,10,5,GermanyBerlin,42381,149,0.972,0.55
25092,4,1,Czech republicPrague,42381,147,0.972,0.55
25093,7,5,GermanyBerlin,42381,141,0.972,0.55
25094,11,3,Czech republicOstrava,42381,141,0.972,0.55
25095,2,7,GermanyFrankfurt,42381,139,0.972,0.55
25096,6,7,GermanyFrankfurt,42381,139,0.972,0.55
25097,6,6,GermanyDresden,42381,138,0.972,0.55
25098,7,2,DenmarkCopenhagen,42381,138,0.972,0.55
25099,8,1,Czech republicPrague,42381,136,0.972,0.55
25100,4,3,Czech republicBrno,42381,132,0.972,0.55
25101,8,5,GermanyBerlin,42381,131,0.972,0.55
25102,9,7,GermanyFrankfurt,42381,130,0.972,0.55
25103,10,5,GermanyBerlin,42381,126,0.972,0.55
25104,7,5,GermanyBerlin,42381,111,0.972,0.55
25105,3,5,GermanyBerlin,42381,109,0.972,0.55
25106,9,7,GermanyFrankfurt,42381,109,0.972,0.55
25107,4,5,GermanyBerlin,42381,109,0.972,0.55
25108,2,4,GermanyFrankfurt,42381,108,0.972,0.55
25109,7,3,Czech republicOstrava,42381,107,0.972,0.55
25110,1,1,Czech republicPrague,42381,107,0.972,0.55
25111,4,2,DenmarkCopenhagen,42381,98,0.972,0.4
25112,6,7,GermanyFrankfurt,42381,96,0.972,0.4
25113,2,7,GermanyFrankfurt,42381,95,0.972,0.4
25114,1,7,GermanyFrankfurt,42381,90,0.972,0.4
25115,11,4,GermanyFrankfurt,42381,86,0.972,0.4
25116,11,7,GermanyFrankfurt,42381,63,0.972,0.15
25117,6,5,GermanyBerlin,42381,61,0.972,0.15
25118,9,7,GermanyFrankfurt,42381,60,0.972,0.15
25119,4,5,GermanyBerlin,42381,44,0.972,0.15
25120,10,5,GermanyBerlin,42381,38,0.972,0.15
25121,11,7,GermanyFrankfurt,42381,33,0.972,0.15
25122,1,5,GermanyBerlin,42381,31,0.972,0.15
25123,3,7,GermanyFrankfurt,42381,29,0.972,0.15
25124,11,7,GermanyFrankfurt,42381,28,0.972,0.15
25125,9,5,GermanyBerlin,42381,24,0.972,0.01
25126,5,7,GermanyFrankfurt,42381,23,0.972,0.01
25127,3,2,DenmarkCopenhagen,42381,22,0.972,0.01
25128,7,6,GermanyDresden,42381,22,0.972,0.01
25129,1,3,Czech republicBrno,42381,19,0.972,0.01
25130,9,7,GermanyFrankfurt,42381,15,0.972,0.01
25131,2,4,GermanyFrankfurt,42381,15,0.972,0.01
25132,6,7,GermanyFrankfurt,42381,14,0.972,0.01
25133,11,5,GermanyBerlin,42381,6,0.972,0
25134,9,5,GermanyBerlin,42382,150,0.972,0.55
25135,1,5,GermanyBerlin,42382,145,0.972,0.55
25136,5,4,GermanyFrankfurt,42382,144,0.972,0.55
25137,5,3,Czech republicBrno,42382,143,0.972,0.55
25138,6,3,Czech republicBrno,42382,143,0.972,0.55
25139,10,7,GermanyFrankfurt,42382,139,0.972,0.55
25140,1,1,Czech republicPrague,42382,138,0.972,0.55
25141,2,3,Czech republicBrno,42382,136,0.972,0.55
25142,9,4,GermanyFrankfurt,42382,133,0.972,0.55
25143,1,5,GermanyBerlin,42382,129,0.972,0.55
25144,6,5,GermanyBerlin,42382,129,0.972,0.55
25145,7,7,GermanyFrankfurt,42382,127,0.972,0.55
25146,9,5,GermanyBerlin,42382,126,0.972,0.55
25147,6,5,GermanyBerlin,42382,123,0.972,0.55
25148,5,5,GermanyBerlin,42382,121,0.972,0.55
25149,4,5,GermanyBerlin,42382,121,0.972,0.55
25150,11,3,Czech republicOstrava,42382,119,0.972,0.55
25151,9,5,GermanyBerlin,42382,115,0.972,0.55
25152,11,6,GermanyDresden,42382,110,0.972,0.55
25153,5,5,GermanyBerlin,42382,109,0.972,0.55
25154,11,2,DenmarkCopenhagen,42382,108,0.972,0.55
25155,1,4,GermanyFrankfurt,42382,105,0.972,0.55
25156,7,6,GermanyDresden,42382,101,0.972,0.55
25157,5,6,GermanyDresden,42382,100,0.972,0.55
25158,6,7,GermanyFrankfurt,42382,99,0.972,0.4
25159,3,3,Czech republicBrno,42382,97,0.972,0.4
25160,6,4,GermanyFrankfurt,42382,96,0.972,0.4
25161,11,4,GermanyFrankfurt,42382,91,0.972,0.4
25162,7,3,Czech republicOstrava,42382,84,0.972,0.4
25163,7,6,GermanyDresden,42382,83,0.972,0.4
25164,7,7,GermanyFrankfurt,42382,80,0.972,0.4
25165,8,7,GermanyFrankfurt,42382,76,0.972,0.4
25166,1,6,GermanyDresden,42382,73,0.972,0.15
25167,3,5,GermanyBerlin,42382,61,0.972,0.15
25168,3,6,GermanyDresden,42382,60,0.972,0.15
25169,11,5,GermanyBerlin,42382,41,0.972,0.15
25170,10,7,GermanyFrankfurt,42382,37,0.972,0.15
25171,6,5,GermanyBerlin,42382,29,0.972,0.15
25172,5,7,GermanyFrankfurt,42382,26,0.972,0.15
25173,3,3,Czech republicBrno,42382,20,0.972,0.01
25174,7,3,Czech republicOstrava,42382,16,0.972,0.01
25175,9,2,DenmarkCopenhagen,42382,10,0.972,0
25176,4,7,GermanyFrankfurt,42382,5,0.972,0
25177,3,5,GermanyBerlin,42382,1,0.972,0
25178,8,2,DenmarkCopenhagen,42382,1,0.972,0
25179,8,4,GermanyFrankfurt,42383,149,0.975,0.55
25180,3,5,GermanyBerlin,42383,145,0.975,0.55
25181,8,1,Czech republicPrague,42383,144,0.975,0.55
25182,8,5,GermanyBerlin,42383,143,0.975,0.55
25183,6,7,GermanyFrankfurt,42383,143,0.975,0.55
25184,11,5,GermanyBerlin,42383,142,0.975,0.55
25185,8,4,GermanyFrankfurt,42383,142,0.975,0.55
25186,8,4,GermanyFrankfurt,42383,140,0.975,0.55
25187,2,5,GermanyBerlin,42383,133,0.975,0.55
25188,9,3,Czech republicOstrava,42383,130,0.975,0.55
25189,4,6,GermanyDresden,42383,128,0.975,0.55
25190,8,6,GermanyDresden,42383,128,0.975,0.55
25191,10,5,GermanyBerlin,42383,125,0.975,0.55
25192,5,6,GermanyDresden,42383,124,0.975,0.55
25193,5,5,GermanyBerlin,42383,120,0.975,0.55
25194,1,4,GermanyFrankfurt,42383,117,0.975,0.55
25195,7,5,GermanyBerlin,42383,117,0.975,0.55
25196,8,7,GermanyFrankfurt,42383,113,0.975,0.55
25197,5,5,GermanyBerlin,42383,109,0.975,0.55
25198,7,6,GermanyDresden,42383,106,0.975,0.55
25199,7,4,GermanyFrankfurt,42383,102,0.975,0.55
25200,3,7,GermanyFrankfurt,42383,102,0.975,0.55
25201,4,3,Czech republicBrno,42383,100,0.975,0.55
25202,2,4,GermanyFrankfurt,42383,95,0.975,0.4
25203,8,5,GermanyBerlin,42383,90,0.975,0.4
25204,3,5,GermanyBerlin,42383,86,0.975,0.4
25205,5,7,GermanyFrankfurt,42383,86,0.975,0.4
25206,1,7,GermanyFrankfurt,42383,84,0.975,0.4
25207,1,6,GermanyDresden,42383,74,0.975,0.15
25208,3,5,GermanyBerlin,42383,63,0.975,0.15
25209,2,5,GermanyBerlin,42383,62,0.975,0.15
25210,9,5,GermanyBerlin,42383,60,0.975,0.15
25211,5,5,GermanyBerlin,42383,53,0.975,0.15
25212,10,7,GermanyFrankfurt,42383,50,0.975,0.15
25213,5,7,GermanyFrankfurt,42383,47,0.975,0.15
25214,1,5,GermanyBerlin,42383,47,0.975,0.15
25215,4,7,GermanyFrankfurt,42383,47,0.975,0.15
