fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
37012,10,2,DenmarkCopenhagen,42817,106,0.964,0.5
37013,7,7,GermanyFrankfurt,43080,26,0.997,0.25
37014,6,4,GermanyFrankfurt,43029,19,0.991,0.05
37015,5,2,DenmarkCopenhagen,42839,98,0.972,0.4
37016,8,2,DenmarkCopenhagen,43090,29,0.998,0.25
37017,9,5,GermanyBerlin,42855,89,0.974,0.4
37018,11,2,DenmarkCopenhagen,42813,46,0.97,0.25
37019,11,4,GermanyFrankfurt,42984,80,0.988,0.4
37020,3,2,DenmarkCopenhagen,43012,56,0.99,0.35
37021,1,2,DenmarkCopenhagen,42774,49,0.96,0.25
37022,5,3,Czech republicBrno,43082,28,0.998,0.25
37023,8,2,DenmarkCopenhagen,42744,29,0.956,0.25
37024,8,1,Czech republicPrague,43085,27,0.998,0.25
37025,3,1,Czech republicPrague,42966,25,0.985,0.25
37026,10,7,GermanyFrankfurt,43034,53,0.993,0.35
37027,4,1,Czech republicPrague,43068,82,0.996,0.4
37028,3,4,GermanyFrankfurt,42953,60,0.982,0.35
37029,5,3,Czech republicBrno,42746,68,0.967,0.35
37030,7,3,Czech republicOstrava,42749,89,0.955,0.4
37031,10,5,GermanyBerlin,42808,137,0.964,0.5
37032,5,3,Czech republicBrno,42824,35,0.97,0.25
37033,10,7,GermanyFrankfurt,43016,50,0.991,0.35
37034,3,1,Czech republicPrague,42938,67,0.984,0.35
37035,1,2,DenmarkCopenhagen,42845,98,0.976,0.4
37036,4,1,Czech republicPrague,42894,43,0.978,0.25
37037,8,3,Czech republicOstrava,42942,48,0.98,0.25
37038,5,6,GermanyDresden,43074,8,0.997,0
37039,4,4,GermanyFrankfurt,42856,34,0.971,0.25
37040,11,6,GermanyDresden,42784,171,0.969,0.55
37041,3,6,GermanyDresden,42943,99,0.982,0.4
37042,11,1,Czech republicPrague,42747,92,0.962,0.4
37043,9,4,GermanyFrankfurt,43003,89,0.989,0.4
37044,7,1,Czech republicPrague,42940,110,0.981,0.5
37045,1,4,GermanyFrankfurt,42910,32,0.979,0.25
37046,6,1,Czech republicPrague,42826,80,0.971,0.4
37047,11,2,DenmarkCopenhagen,42924,42,0.982,0.25
37048,9,5,GermanyBerlin,43046,44,0.993,0.25
37049,10,1,Czech republicPrague,42782,34,0.97,0.25
37050,3,7,GermanyFrankfurt,43040,26,0.992,0.25
37051,11,1,Czech republicPrague,43089,90,0.998,0.4
37052,9,1,Czech republicPrague,42748,31,0.955,0.25
37053,1,1,Czech republicPrague,42909,40,0.978,0.25
37054,5,4,GermanyFrankfurt,43034,14,0.993,0.05
37055,11,4,GermanyFrankfurt,42883,65,0.972,0.35
37056,3,5,GermanyBerlin,42957,134,0.986,0.5
37057,11,3,Czech republicOstrava,42905,52,0.981,0.35
37058,11,7,GermanyFrankfurt,43058,149,0.995,0.5
37059,8,7,GermanyFrankfurt,42786,190,0.971,0.6
37060,9,6,GermanyDresden,42783,33,0.965,0.25
37061,11,1,Czech republicPrague,42953,34,0.982,0.25
37062,2,2,DenmarkCopenhagen,42738,35,0.966,0.25
37063,5,1,Czech republicPrague,42834,49,0.974,0.25
37064,2,5,GermanyBerlin,42850,108,0.975,0.5
37065,10,1,Czech republicPrague,42948,45,0.984,0.25
37066,11,3,Czech republicOstrava,43020,79,0.991,0.4
37067,4,3,Czech republicBrno,42834,90,0.974,0.4
37068,1,3,Czech republicBrno,42762,41,0.966,0.25
37069,4,3,Czech republicBrno,43097,36,0.999,0.25
37070,5,5,GermanyBerlin,43017,82,0.992,0.4
37071,3,3,Czech republicBrno,42904,177,0.98,0.6
37072,5,7,GermanyFrankfurt,43066,33,0.996,0.25
37073,1,4,GermanyFrankfurt,42860,79,0.974,0.4
37074,11,1,Czech republicPrague,42827,33,0.974,0.25
37075,3,2,DenmarkCopenhagen,42900,159,0.98,0.55
37076,2,2,DenmarkCopenhagen,42823,41,0.97,0.25
37077,6,5,GermanyBerlin,43049,71,0.994,0.35
37078,5,2,DenmarkCopenhagen,42836,60,0.968,0.35
37079,10,7,GermanyFrankfurt,43072,27,0.997,0.25
37080,8,2,DenmarkCopenhagen,43049,67,0.994,0.35
37081,1,2,DenmarkCopenhagen,42855,73,0.974,0.35
37082,7,3,Czech republicOstrava,42990,41,0.987,0.25
37083,4,6,GermanyDresden,42793,42,0.969,0.25
37084,5,6,GermanyDresden,42799,41,0.962,0.25
37085,7,5,GermanyBerlin,42764,50,0.969,0.35
37086,9,6,GermanyDresden,42960,115,0.982,0.5
37087,2,5,GermanyBerlin,42846,67,0.976,0.35
37088,4,6,GermanyDresden,43082,37,0.998,0.25
37089,8,5,GermanyBerlin,42887,27,0.974,0.25
37090,7,1,Czech republicPrague,42814,72,0.968,0.35
37091,3,5,GermanyBerlin,42908,36,0.98,0.25
37092,4,2,DenmarkCopenhagen,42973,72,0.984,0.35
37093,3,1,Czech republicPrague,43063,36,0.996,0.25
37094,1,3,Czech republicBrno,42853,200,0.973,0.6
37095,11,6,GermanyDresden,43021,87,0.991,0.4
37096,8,6,GermanyDresden,42859,196,0.973,0.6
37097,7,2,DenmarkCopenhagen,43019,40,0.99,0.25
37098,9,3,Czech republicOstrava,42745,34,0.962,0.25
37099,8,6,GermanyDresden,42975,25,0.984,0.25
37100,9,2,DenmarkCopenhagen,42943,67,0.982,0.35
37101,6,2,DenmarkCopenhagen,43070,197,0.995,0.6
37102,5,5,GermanyBerlin,42956,95,0.984,0.4
37103,10,6,GermanyDresden,43019,39,0.99,0.25
37104,3,1,Czech republicPrague,42823,68,0.97,0.35
37105,9,4,GermanyFrankfurt,42792,94,0.962,0.4
37106,1,4,GermanyFrankfurt,42741,71,0.966,0.35
37107,10,5,GermanyBerlin,42958,26,0.986,0.25
37108,6,3,Czech republicBrno,42948,50,0.984,0.35
37109,1,3,Czech republicBrno,42966,30,0.985,0.25
37110,8,2,DenmarkCopenhagen,42867,45,0.972,0.25
37111,9,4,GermanyFrankfurt,43036,27,0.992,0.25
37112,1,3,Czech republicBrno,42897,131,0.979,0.5
37113,7,6,GermanyDresden,42961,26,0.985,0.25
37114,7,7,GermanyFrankfurt,42848,46,0.973,0.25
37115,2,3,Czech republicBrno,42966,32,0.985,0.25
37116,4,4,GermanyFrankfurt,42796,81,0.968,0.4
37117,4,4,GermanyFrankfurt,42763,101,0.967,0.5
37118,7,4,GermanyFrankfurt,42885,41,0.975,0.25
37119,1,1,Czech republicPrague,42785,75,0.968,0.4
37120,7,4,GermanyFrankfurt,42976,55,0.988,0.35
37121,11,5,GermanyBerlin,42950,28,0.984,0.25
37122,4,1,Czech republicPrague,42932,88,0.982,0.4
37123,10,3,Czech republicOstrava,42836,94,0.968,0.4
37124,3,6,GermanyDresden,43016,82,0.991,0.4
37125,6,4,GermanyFrankfurt,42813,62,0.97,0.35
37126,1,3,Czech republicBrno,42786,44,0.971,0.25
37127,5,7,GermanyFrankfurt,42807,146,0.972,0.5
37128,6,2,DenmarkCopenhagen,43090,93,0.998,0.4
37129,1,7,GermanyFrankfurt,42951,79,0.983,0.4
37130,7,1,Czech republicPrague,42957,30,0.986,0.25
37131,10,7,GermanyFrankfurt,42972,47,0.985,0.25
37132,7,4,GermanyFrankfurt,42964,97,0.984,0.4
37133,9,6,GermanyDresden,42805,69,0.968,0.35
37134,8,7,GermanyFrankfurt,42761,70,0.967,0.35
37135,5,4,GermanyFrankfurt,43096,118,0.999,0.5
37136,4,5,GermanyBerlin,42817,27,0.964,0.25
37137,11,7,GermanyFrankfurt,42994,31,0.989,0.25
37138,1,7,GermanyFrankfurt,42908,49,0.98,0.25
37139,11,1,Czech republicPrague,42984,50,0.988,0.35
37140,10,5,GermanyBerlin,43020,32,0.991,0.25
37141,7,2,DenmarkCopenhagen,42772,37,0.961,0.25
37142,8,5,GermanyBerlin,42928,22,0.979,0.2
37143,4,2,DenmarkCopenhagen,42847,70,0.976,0.35
37144,1,2,DenmarkCopenhagen,43086,69,0.998,0.35
37145,6,4,GermanyFrankfurt,43049,29,0.994,0.25
37146,1,3,Czech republicBrno,43079,83,0.997,0.4
37147,1,5,GermanyBerlin,42966,43,0.985,0.25
37148,4,2,DenmarkCopenhagen,42788,26,0.96,0.25
37149,9,2,DenmarkCopenhagen,43038,26,0.992,0.25
37150,10,1,Czech republicPrague,42799,171,0.962,0.55
37151,4,2,DenmarkCopenhagen,42957,97,0.986,0.4
37152,4,3,Czech republicBrno,42855,46,0.974,0.25
37153,4,5,GermanyBerlin,43048,60,0.994,0.35
37154,3,1,Czech republicPrague,42922,78,0.98,0.4
37155,1,3,Czech republicBrno,42880,40,0.977,0.25
37156,7,6,GermanyDresden,42983,102,0.988,0.5
37157,8,6,GermanyDresden,43016,25,0.991,0.25
37158,4,4,GermanyFrankfurt,42942,81,0.98,0.4
37159,9,1,Czech republicPrague,42807,69,0.972,0.35
37160,3,7,GermanyFrankfurt,42831,58,0.969,0.35
37161,1,1,Czech republicPrague,42848,26,0.973,0.25
37162,2,5,GermanyBerlin,43081,39,0.998,0.25
37163,6,2,DenmarkCopenhagen,42928,26,0.979,0.25
37164,1,5,GermanyBerlin,42809,88,0.972,0.4
37165,11,3,Czech republicOstrava,42786,48,0.971,0.25
37166,2,2,DenmarkCopenhagen,42980,133,0.986,0.5
37167,4,4,GermanyFrankfurt,42752,187,0.966,0.6
37168,10,7,GermanyFrankfurt,42775,45,0.96,0.25
37169,7,4,GermanyFrankfurt,43070,32,0.995,0.25
37170,7,7,GermanyFrankfurt,42918,45,0.982,0.25
37171,4,5,GermanyBerlin,42826,50,0.971,0.35
37172,3,5,GermanyBerlin,42980,76,0.986,0.4
37173,3,4,GermanyFrankfurt,42903,106,0.981,0.5
37174,9,3,Czech republicOstrava,42904,50,0.98,0.35
37175,2,3,Czech republicBrno,42756,142,0.964,0.5
37176,2,7,GermanyFrankfurt,42797,88,0.972,0.4
37177,1,2,DenmarkCopenhagen,43098,80,0.999,0.4
37178,5,3,Czech republicBrno,43019,29,0.99,0.25
37179,7,6,GermanyDresden,42757,61,0.967,0.35
37180,8,6,GermanyDresden,43100,30,0.999,0.25
37181,4,4,GermanyFrankfurt,42769,49,0.963,0.25
37182,11,2,DenmarkCopenhagen,42985,54,0.986,0.35
37183,6,1,Czech republicPrague,43019,75,0.99,0.4
37184,7,4,GermanyFrankfurt,42963,195,0.986,0.6
37185,9,3,Czech republicOstrava,43065,79,0.996,0.4
37186,3,5,GermanyBerlin,42873,176,0.977,0.6
37187,5,1,Czech republicPrague,43072,36,0.997,0.25
37188,1,7,GermanyFrankfurt,43016,20,0.991,0.2
37189,8,4,GermanyFrankfurt,43074,134,0.997,0.5
37190,2,6,GermanyDresden,42976,58,0.988,0.35
37191,5,5,GermanyBerlin,42846,84,0.976,0.4
37192,2,6,GermanyDresden,42736,34,0.954,0.25
37193,9,6,GermanyDresden,42764,117,0.969,0.5
37194,8,2,DenmarkCopenhagen,42749,77,0.955,0.4
37195,11,2,DenmarkCopenhagen,42737,25,0.96,0.25
37196,11,5,GermanyBerlin,42796,64,0.968,0.35
37197,6,3,Czech republicBrno,42883,75,0.972,0.4
37198,3,2,DenmarkCopenhagen,42955,64,0.984,0.35
37199,11,6,GermanyDresden,42745,198,0.962,0.6
37200,5,7,GermanyFrankfurt,42899,27,0.976,0.25
37201,6,2,DenmarkCopenhagen,42917,78,0.978,0.4
37202,11,7,GermanyFrankfurt,42805,64,0.968,0.35
37203,4,3,Czech republicBrno,42832,96,0.971,0.4
37204,8,4,GermanyFrankfurt,42964,16,0.984,0.05
37205,5,4,GermanyFrankfurt,42977,82,0.987,0.4
37206,1,5,GermanyBerlin,42851,38,0.972,0.25
37207,9,7,GermanyFrankfurt,43017,50,0.992,0.35
37208,1,7,GermanyFrankfurt,42819,150,0.966,0.55
37209,10,2,DenmarkCopenhagen,43038,35,0.992,0.25
37210,9,2,DenmarkCopenhagen,43077,192,0.997,0.6
37211,5,5,GermanyBerlin,42904,48,0.98,0.25
37212,8,6,GermanyDresden,43004,29,0.989,0.25
37213,6,6,GermanyDresden,42805,47,0.968,0.25
37214,11,4,GermanyFrankfurt,43035,85,0.991,0.4
37215,9,6,GermanyDresden,42749,96,0.955,0.4
37216,7,3,Czech republicOstrava,42831,64,0.969,0.35
37217,10,2,DenmarkCopenhagen,43034,80,0.993,0.4
37218,9,1,Czech republicPrague,42934,91,0.98,0.4
37219,3,6,GermanyDresden,43073,27,0.997,0.25
37220,4,7,GermanyFrankfurt,43083,57,0.998,0.35
37221,5,1,Czech republicPrague,42946,35,0.984,0.25
37222,11,6,GermanyDresden,42913,38,0.98,0.25
37223,3,5,GermanyBerlin,43047,62,0.993,0.35
37224,3,1,Czech republicPrague,42958,46,0.986,0.25
37225,4,6,GermanyDresden,42751,70,0.957,0.35
37226,5,7,GermanyFrankfurt,43068,33,0.996,0.25
37227,11,7,GermanyFrankfurt,42824,65,0.97,0.35
37228,2,7,GermanyFrankfurt,42816,84,0.971,0.4
37229,4,4,GermanyFrankfurt,42928,41,0.979,0.25
37230,6,1,Czech republicPrague,43072,57,0.997,0.35
37231,7,1,Czech republicPrague,43034,98,0.993,0.4
37232,6,5,GermanyBerlin,42986,26,0.988,0.25
37233,10,6,GermanyDresden,42899,25,0.976,0.25
37234,5,2,DenmarkCopenhagen,42954,43,0.986,0.25
37235,3,3,Czech republicBrno,42797,7,0.972,0
37236,5,3,Czech republicBrno,42916,30,0.978,0.25
37237,1,4,GermanyFrankfurt,42861,45,0.976,0.25
37238,3,3,Czech republicBrno,43023,178,0.992,0.6
37239,5,5,GermanyBerlin,42814,53,0.968,0.35
37240,11,4,GermanyFrankfurt,42928,42,0.979,0.25
37241,6,6,GermanyDresden,43035,45,0.991,0.25
37242,4,3,Czech republicBrno,42962,41,0.984,0.25
37243,1,7,GermanyFrankfurt,43029,67,0.991,0.35
37244,7,5,GermanyBerlin,42995,32,0.987,0.25
37245,5,2,DenmarkCopenhagen,43013,31,0.989,0.25
37246,8,2,DenmarkCopenhagen,42789,36,0.965,0.25
37247,10,3,Czech republicOstrava,43074,84,0.997,0.4
37248,6,6,GermanyDresden,42896,46,0.981,0.25
37249,9,3,Czech republicOstrava,42753,74,0.966,0.35
37250,8,4,GermanyFrankfurt,42892,90,0.975,0.4
37251,10,3,Czech republicOstrava,42931,48,0.982,0.25
37252,8,1,Czech republicPrague,42793,169,0.969,0.55
37253,9,1,Czech republicPrague,42807,161,0.972,0.55
37254,11,3,Czech republicOstrava,42969,31,0.984,0.25
37255,11,6,GermanyDresden,42815,31,0.973,0.25
37256,1,5,GermanyBerlin,42774,39,0.96,0.25
37257,6,5,GermanyBerlin,42790,38,0.971,0.25
37258,7,2,DenmarkCopenhagen,42739,191,0.955,0.6
37259,5,6,GermanyDresden,43076,82,0.997,0.4
37260,2,3,Czech republicBrno,42834,72,0.974,0.35
37261,6,7,GermanyFrankfurt,42973,34,0.984,0.25
37262,3,7,GermanyFrankfurt,43029,38,0.991,0.25
37263,11,3,Czech republicOstrava,42993,103,0.989,0.5
37264,2,5,GermanyBerlin,43021,41,0.991,0.25
37265,9,5,GermanyBerlin,42817,53,0.964,0.35
37266,2,1,Czech republicPrague,42951,105,0.983,0.5
37267,8,7,GermanyFrankfurt,42886,62,0.974,0.35
37268,4,7,GermanyFrankfurt,42858,187,0.972,0.6
37269,4,1,Czech republicPrague,42753,48,0.966,0.25
37270,11,3,Czech republicOstrava,43056,90,0.995,0.4
37271,7,7,GermanyFrankfurt,43076,116,0.997,0.5
37272,2,2,DenmarkCopenhagen,42892,60,0.975,0.35
37273,3,1,Czech republicPrague,42748,82,0.955,0.4
37274,9,1,Czech republicPrague,42925,69,0.981,0.35
37275,8,3,Czech republicOstrava,42939,31,0.983,0.25
37276,8,5,GermanyBerlin,42877,163,0.975,0.55
37277,3,5,GermanyBerlin,42910,84,0.979,0.4
37278,11,7,GermanyFrankfurt,42742,124,0.961,0.5
37279,3,1,Czech republicPrague,42838,45,0.973,0.25
37280,3,7,GermanyFrankfurt,42813,41,0.97,0.25
37281,5,6,GermanyDresden,43044,41,0.994,0.25
37282,6,1,Czech republicPrague,42995,162,0.987,0.55
37283,11,7,GermanyFrankfurt,43046,73,0.993,0.35
37284,8,3,Czech republicOstrava,42906,63,0.977,0.35
37285,5,7,GermanyFrankfurt,42958,136,0.986,0.5
37286,5,4,GermanyFrankfurt,42769,36,0.963,0.25
37287,3,5,GermanyBerlin,42908,147,0.98,0.5
37288,11,6,GermanyDresden,43000,33,0.989,0.25
37289,1,2,DenmarkCopenhagen,42839,57,0.972,0.35
37290,6,4,GermanyFrankfurt,42743,81,0.963,0.4
37291,4,1,Czech republicPrague,42900,177,0.98,0.6
37292,11,6,GermanyDresden,42877,32,0.975,0.25
37293,4,3,Czech republicBrno,42836,172,0.968,0.55
37294,1,4,GermanyFrankfurt,42906,72,0.977,0.35
37295,5,5,GermanyBerlin,42744,89,0.956,0.4
37296,5,3,Czech republicBrno,42906,178,0.977,0.6
37297,5,4,GermanyFrankfurt,42920,152,0.98,0.55
37298,7,7,GermanyFrankfurt,42742,75,0.961,0.4
37299,7,2,DenmarkCopenhagen,42984,37,0.988,0.25
37300,1,2,DenmarkCopenhagen,43022,86,0.991,0.4
37301,3,7,GermanyFrankfurt,42860,43,0.974,0.25
37302,9,4,GermanyFrankfurt,42983,58,0.988,0.35
37303,3,1,Czech republicPrague,42832,177,0.971,0.6
37304,4,1,Czech republicPrague,42853,187,0.973,0.6
37305,2,7,GermanyFrankfurt,42879,74,0.973,0.35
37306,7,1,Czech republicPrague,42856,47,0.971,0.25
37307,11,5,GermanyBerlin,42773,109,0.963,0.5
37308,8,7,GermanyFrankfurt,43073,43,0.997,0.25
37309,6,4,GermanyFrankfurt,42995,25,0.987,0.25
37310,9,5,GermanyBerlin,42852,50,0.976,0.35
37311,2,2,DenmarkCopenhagen,43036,27,0.992,0.25
37312,11,2,DenmarkCopenhagen,42972,134,0.985,0.5
37313,6,2,DenmarkCopenhagen,42838,38,0.973,0.25
37314,11,4,GermanyFrankfurt,42920,54,0.98,0.35
37315,6,1,Czech republicPrague,42834,146,0.974,0.5
37316,11,7,GermanyFrankfurt,42821,1,0.97,0
37317,3,1,Czech republicPrague,43019,73,0.99,0.35
37318,10,4,GermanyFrankfurt,42776,68,0.962,0.35
37319,1,5,GermanyBerlin,42881,47,0.979,0.25
37320,10,4,GermanyFrankfurt,42890,30,0.976,0.25
37321,6,7,GermanyFrankfurt,42957,64,0.986,0.35
37322,9,6,GermanyDresden,42798,49,0.964,0.25
37323,2,3,Czech republicBrno,42892,93,0.975,0.4
37324,8,2,DenmarkCopenhagen,42796,30,0.968,0.25
37325,7,7,GermanyFrankfurt,43071,190,0.997,0.6
37326,4,1,Czech republicPrague,42784,5,0.969,0
37327,4,3,Czech republicBrno,42977,50,0.987,0.35
37328,1,7,GermanyFrankfurt,42983,77,0.988,0.4
37329,8,5,GermanyBerlin,42753,80,0.966,0.4
37330,4,3,Czech republicBrno,42800,104,0.963,0.5
37331,9,6,GermanyDresden,42901,43,0.978,0.25
37332,5,6,GermanyDresden,43009,87,0.99,0.4
37333,11,4,GermanyFrankfurt,42862,66,0.977,0.35
37334,10,7,GermanyFrankfurt,42969,42,0.984,0.25
37335,11,7,GermanyFrankfurt,43060,97,0.995,0.4
37336,2,1,Czech republicPrague,42975,31,0.984,0.25
37337,4,4,GermanyFrankfurt,42958,67,0.986,0.35
37338,6,5,GermanyBerlin,43034,44,0.993,0.25
37339,4,7,GermanyFrankfurt,43005,50,0.989,0.35
37340,7,6,GermanyDresden,42746,42,0.967,0.25
37341,7,7,GermanyFrankfurt,42773,49,0.963,0.25
37342,9,5,GermanyBerlin,42836,23,0.968,0.2
37343,4,6,GermanyDresden,43015,193,0.991,0.6
37344,2,7,GermanyFrankfurt,42934,2,0.98,0
37345,8,6,GermanyDresden,43046,54,0.993,0.35
37346,5,2,DenmarkCopenhagen,43054,106,0.995,0.5
37347,1,2,DenmarkCopenhagen,42914,26,0.979,0.25
37348,3,1,Czech republicPrague,42934,171,0.98,0.55
37349,2,1,Czech republicPrague,42978,29,0.985,0.25
37350,10,3,Czech republicOstrava,43062,38,0.996,0.25
37351,1,7,GermanyFrankfurt,42768,77,0.961,0.4
37352,11,4,GermanyFrankfurt,42813,93,0.97,0.4
37353,3,3,Czech republicBrno,43011,102,0.989,0.5
37354,11,3,Czech republicOstrava,42785,68,0.968,0.35
37355,3,2,DenmarkCopenhagen,42808,171,0.964,0.55
37356,4,6,GermanyDresden,42908,80,0.98,0.4
37357,8,3,Czech republicOstrava,43100,104,0.999,0.5
37358,6,6,GermanyDresden,42957,49,0.986,0.25
37359,9,6,GermanyDresden,42756,25,0.964,0.25
37360,2,2,DenmarkCopenhagen,42954,82,0.986,0.4
37361,1,2,DenmarkCopenhagen,42995,77,0.987,0.4
37362,3,5,GermanyBerlin,42950,35,0.984,0.25
37363,5,1,Czech republicPrague,42967,4,0.984,0
37364,10,5,GermanyBerlin,42773,82,0.963,0.4
37365,2,3,Czech republicBrno,42894,92,0.978,0.4
37366,11,5,GermanyBerlin,42768,88,0.961,0.4
37367,2,7,GermanyFrankfurt,42937,49,0.98,0.25
37368,3,5,GermanyBerlin,42866,63,0.977,0.35
37369,6,4,GermanyFrankfurt,43071,35,0.997,0.25
37370,9,2,DenmarkCopenhagen,43084,68,0.998,0.35
37371,10,6,GermanyDresden,43077,29,0.997,0.25
37372,1,1,Czech republicPrague,43032,68,0.993,0.35
37373,1,1,Czech republicPrague,42799,28,0.962,0.25
37374,9,5,GermanyBerlin,42790,176,0.971,0.6
37375,3,5,GermanyBerlin,42739,41,0.955,0.25
37376,5,3,Czech republicBrno,42828,130,0.974,0.5
37377,3,6,GermanyDresden,42874,44,0.976,0.25
37378,7,7,GermanyFrankfurt,42949,28,0.985,0.25
37379,3,1,Czech republicPrague,42875,86,0.976,0.4
37380,1,5,GermanyBerlin,42900,187,0.98,0.6
37381,3,3,Czech republicBrno,43011,40,0.989,0.25
37382,11,6,GermanyDresden,42885,37,0.975,0.25
37383,6,6,GermanyDresden,42826,9,0.971,0
37384,3,5,GermanyBerlin,42929,157,0.979,0.55
37385,8,1,Czech republicPrague,42946,190,0.984,0.6
37386,2,7,GermanyFrankfurt,42861,114,0.976,0.5
37387,5,1,Czech republicPrague,42909,91,0.978,0.4
37388,2,7,GermanyFrankfurt,43030,197,0.992,0.6
37389,10,1,Czech republicPrague,42951,88,0.983,0.4
37390,2,5,GermanyBerlin,42857,43,0.969,0.25
37391,10,4,GermanyFrankfurt,42893,47,0.977,0.25
37392,5,5,GermanyBerlin,42769,87,0.963,0.4
37393,4,1,Czech republicPrague,42982,92,0.989,0.4
37394,5,4,GermanyFrankfurt,42872,184,0.972,0.6
37395,3,1,Czech republicPrague,42814,44,0.968,0.25
37396,11,3,Czech republicOstrava,42821,138,0.97,0.5
37397,8,2,DenmarkCopenhagen,42762,116,0.966,0.5
37398,6,6,GermanyDresden,43004,54,0.989,0.35
37399,4,5,GermanyBerlin,42765,113,0.966,0.5
37400,11,4,GermanyFrankfurt,42897,31,0.979,0.25
37401,5,2,DenmarkCopenhagen,42748,75,0.955,0.4
37402,4,7,GermanyFrankfurt,42887,60,0.974,0.35
37403,1,4,GermanyFrankfurt,42980,93,0.986,0.4
37404,9,6,GermanyDresden,43007,169,0.989,0.55
37405,5,5,GermanyBerlin,43081,90,0.998,0.4
37406,9,1,Czech republicPrague,42946,9,0.984,0
37407,11,5,GermanyBerlin,42961,152,0.985,0.55
